Date;City;MinTemp;MaxTemp
21/Oct/2019;SP;14;22
22/Oct/2019;SP;15;24
23/Oct/2019;SP;16;23
24/Oct/2019;SP;17;26
25/Oct/2019;SP;17;28
26/Oct/2019;SP;18;29
27/Oct/2019;SP;20;29
28/Oct/2019;SP;21;31
21/Oct/2019;RJ;19;25
22/Oct/2019;RJ;19;26
23/Oct/2019;RJ;20;25
24/Oct/2019;RJ;20;28
25/Oct/2019;RJ;21;29
26/Oct/2019;RJ;23;29
27/Oct/2019;RJ;23;32
28/Oct/2019;RJ;24;33
